signal_label,horizon,n_events_raw,n_events_dedup,n_events_scored,n_effective,mean_event_return,median_event_return,hit_rate_event,p10_event_return,p25_event_return,p75_event_return,p90_event_return,mean_cluster_return,median_cluster_return,hit_rate_cluster,t_stat,p_value,universe,return_type,research_block,p_fdr
pmarp_up2_accept_rvol_same_day,5,181,177,177,81,-0.003303553007505859,-0.0030637117874633413,0.4915254237288136,-0.10431209682245998,-0.04834950959051443,0.03380516236469622,0.06258814601382753,0.01860210232809589,0.005108743249160552,0.5555555555555556,1.4496226002816472,0.15107282600834387,pool,raw,pmarp_rvol_lift,0.16523590344662611
pmarp_up2_accept_rvol_same_day,10,181,173,173,81,0.018314350598279388,0.01218242190049712,0.5549132947976878,-0.07446921845565307,-0.031509121061359835,0.04944320712694883,0.12017469077638693,0.02944943016598486,0.007162214479287776,0.5308641975308642,2.052692837608286,0.04337158212781654,pool,raw,pmarp_rvol_lift,0.05421447765977067
pmarp_up2_accept_rvol_same_day,20,181,173,173,81,0.04306339080842117,0.031065790577493146,0.6473988439306358,-0.10818455617091371,-0.03257790368271951,0.09780973081424493,0.15485471148404598,0.06040922776447188,0.035159285159285236,0.5925925925925926,2.4370187578448097,0.017028198023550947,pool,raw,pmarp_rvol_lift,0.022922574262472427
pmarp_up2_accept_rvol_same_day,40,181,166,166,81,0.10330170333023653,0.07020569246611863,0.6566265060240963,-0.10555537607776416,-0.0419951868469467,0.1779511933142961,0.28543954383783976,0.10542072257934895,0.030736850292866973,0.5555555555555556,2.8126815835129175,0.006178831793704231,pool,raw,pmarp_rvol_lift,0.010298052989507051
pmarp_up2_accept_rvol_same_day,60,181,163,158,74,0.1308449530201204,0.04642205533862975,0.6455696202531646,-0.14060219993049763,-0.05792067627367106,0.21866875482989068,0.39710699308109454,0.13095822723559813,0.038735713090462975,0.6216216216216216,2.528499949877595,0.013616828873854308,pool,raw,pmarp_rvol_lift,0.01906356042339603
pmarp_up2_base,5,2870,2241,2236,598,0.007020513946827014,0.006421995343163012,0.5532200357781754,-0.0735330510798537,-0.030407743982832997,0.04165681260186099,0.08427498392426025,0.004145431955867381,0.0033985257162868097,0.5367892976588629,1.5956800585182258,0.11108943777638354,pool,raw,pmarp_rvol_lift,0.12542355877978786
pmarp_up2_base,10,2870,1941,1934,561,0.014486460269060013,0.009328360798744106,0.5506721820062047,-0.08941623266451192,-0.03503882204341632,0.057045539902480236,0.12105623207541306,0.009581910258989492,0.006623645440155812,0.5383244206773619,2.662717956810666,0.007974117758005295,pool,raw,pmarp_rvol_lift,0.012686096433190241
pmarp_up2_base,20,2870,1652,1624,515,0.02788968767583672,0.015558928243379344,0.5738916256157636,-0.11350031122452028,-0.0433847103620216,0.08450785396422977,0.15773857634978114,0.023142219191396404,0.012319546988549035,0.566990291262136,3.950891005289973,8.874147813709427e-05,pool,raw,pmarp_rvol_lift,0.00031059517347982994
pmarp_up2_base,40,2870,1338,1274,460,0.057733604758797775,0.027451506273633908,0.5745682888540031,-0.15115914445627854,-0.06943950514718727,0.13870637761788995,0.2900415168283413,0.04519970833530619,0.02115297485161305,0.5673913043478261,4.604222585165968,5.367608837392677e-06,pool,raw,pmarp_rvol_lift,5.724556011781299e-05
pmarp_up2_base,60,2870,1191,1087,413,0.07090720169260968,0.0345858585858585,0.5915363385464582,-0.1812691631471184,-0.0755967680275339,0.1526772134574781,0.3371411851866195,0.06956766588124787,0.03931206214704891,0.6101694915254238,4.372772773375601,1.555622237398217e-05,pool,raw,pmarp_rvol_lift,0.00010889355661787518
pmarp_up2_reject_rvol_recent3,5,2152,1727,1723,507,0.007138769804404652,0.0068369453044376804,0.5525246662797446,-0.0713911006851821,-0.031353456805023716,0.04174993353077339,0.08501161061027016,0.005354012946269429,0.003295978905734964,0.5325443786982249,1.7908631900164746,0.07391286153652693,pool,raw,pmarp_rvol_lift,0.08920517771649802
pmarp_up2_reject_rvol_recent3,10,2152,1531,1526,482,0.015106023763344746,0.00978773836319724,0.5511140235910879,-0.0932478544005354,-0.0372319222607711,0.05999109889708515,0.12484337299061044,0.011843505156185432,0.006147723716246917,0.5394190871369294,2.7845979816186284,0.0055707321524504595,pool,raw,pmarp_rvol_lift,0.009748781266788305
pmarp_up2_reject_rvol_recent3,20,2152,1335,1309,448,0.025748940322259495,0.013333333333333197,0.5599694423223835,-0.11610350761584128,-0.048122310873469964,0.08056384185538423,0.1578754097924825,0.026103194959428564,0.014094363687400968,0.5736607142857143,3.688708371546872,0.0002531527423866388,pool,raw,pmarp_rvol_lift,0.0007383621652943632
pmarp_up2_reject_rvol_recent3,40,2152,1133,1067,401,0.05343201854455535,0.02522843514740547,0.5782567947516402,-0.1545327590545228,-0.06619806805944028,0.13318492241209545,0.2820981388071239,0.04164692389047127,0.01571154496815641,0.5461346633416458,4.049691292084733,6.160357980122502e-05,pool,raw,pmarp_rvol_lift,0.00023956947700476394
pmarp_up2_reject_rvol_recent3,60,2152,1029,932,367,0.07334512103909818,0.038715884759851216,0.6115879828326181,-0.17261461403203232,-0.07016491503952005,0.15935272813809692,0.33870485504576076,0.07185993778711264,0.04374554223414728,0.6239782016348774,4.574563755989411,6.542349727750056e-06,pool,raw,pmarp_rvol_lift,5.724556011781299e-05
pmarp_up2_reject_rvol_recent5,5,1763,1423,1420,440,0.008897521544036344,0.008099746179435097,0.5640845070422535,-0.07108848959203318,-0.029889675059748627,0.04358470671985598,0.08815844982621485,0.005481686768608732,0.004873590881475171,0.5295454545454545,1.723097731111002,0.0855750226151088,pool,raw,pmarp_rvol_lift,0.0998375263842936
pmarp_up2_reject_rvol_recent5,10,1763,1276,1273,420,0.019286916929970276,0.011793065084368726,0.5687352710133543,-0.08979097539828626,-0.03416506717850287,0.06356973997634308,0.13512268856555568,0.013945206172639215,0.009925641866013746,0.5571428571428572,3.008978208666987,0.0027794817943953736,pool,raw,pmarp_rvol_lift,0.00608011642523988
pmarp_up2_reject_rvol_recent5,20,1763,1145,1119,391,0.02853275762960718,0.01413240878322597,0.5621090259159964,-0.1142848119837758,-0.04773495370462494,0.08220487702663781,0.16643344182921338,0.02823360549081285,0.015108022359873186,0.5831202046035806,3.8649767072900367,0.0001300997239059111,pool,raw,pmarp_rvol_lift,0.0004139536669733535
pmarp_up2_reject_rvol_recent5,40,1763,993,929,351,0.058372177063488295,0.027405887352635716,0.5866523143164694,-0.14616521186624054,-0.06406979328739715,0.13836861459901306,0.282539507662131,0.051215564236064645,0.01774182970252358,0.5698005698005698,4.806938829827206,2.2790742110275837e-06,pool,raw,pmarp_rvol_lift,3.988379869298271e-05
pmarp_up2_reject_rvol_recent5,60,1763,904,817,326,0.08101075184655278,0.045727031925275385,0.6107711138310894,-0.17000402666632902,-0.06505771248688352,0.1705333652236305,0.36268084900853537,0.08609675326908892,0.04989950977582702,0.6411042944785276,4.893753256930582,1.5602920879588888e-06,pool,raw,pmarp_rvol_lift,3.988379869298271e-05
pmarp_up2_reject_rvol_same_day,5,2689,2122,2117,588,0.007734325622844632,0.007322349808620343,0.5578649031648559,-0.07051143695200583,-0.02952020137811795,0.042624521072796906,0.0845284050813381,0.0036274441433827723,0.003595522267520956,0.5374149659863946,1.3701781853072565,0.17115508358530276,pool,raw,pmarp_rvol_lift,0.17618905663192932
pmarp_up2_reject_rvol_same_day,10,2689,1847,1840,552,0.014695444816632139,0.009117154098441271,0.55,-0.09039714538745845,-0.03525663689306016,0.05835152751357825,0.1219644113390632,0.009110896986386079,0.006541165519853398,0.5398550724637681,2.501352567408506,0.012661012841925036,pool,raw,pmarp_rvol_lift,0.01846397706114068
pmarp_up2_reject_rvol_same_day,20,2689,1576,1548,509,0.026319128790232172,0.013201859627754553,0.562015503875969,-0.11501190956443323,-0.04730807086614175,0.08217014383722154,0.1579296195430927,0.021207806865253944,0.011411438321200411,0.5579567779960707,3.571748279321061,0.00038834343297448236,pool,raw,pmarp_rvol_lift,0.0010455400118543757
pmarp_up2_reject_rvol_same_day,40,2689,1293,1229,452,0.05434498751748171,0.023728351288694993,0.5703824247355573,-0.15614397571987154,-0.07011831970142157,0.13318643652833884,0.2855659741586423,0.039034893919726366,0.014893125076056252,0.5575221238938053,4.2402644302441885,2.709845055902179e-05,pool,raw,pmarp_rvol_lift,0.00015797847328423594
pmarp_up2_reject_rvol_same_day,60,2689,1149,1045,411,0.06551559457598384,0.031457895387659196,0.5885167464114832,-0.18315955086019403,-0.0770016719301504,0.1478806907378336,0.3165930316091954,0.06602924744848751,0.036722744688578945,0.6082725060827251,4.177013404520474,3.610936532211107e-05,pool,raw,pmarp_rvol_lift,0.00015797847328423594
rvol_up2_pmarp_gte60,5,2446,2145,2131,775,0.009661889296614476,0.003405591732192681,0.5316752698263726,-0.07669424560751137,-0.029179050367403148,0.03843209609986853,0.08978759922763357,0.013942158236307576,0.005130855395265699,0.5561290322580645,3.7596603632818986,0.00018295706070362792,pool,raw,strong_state_confirmation,0.00021524360082779756
rvol_up2_pmarp_gte60,10,2446,1954,1930,741,0.020342130051805192,0.009210170020378938,0.5652849740932643,-0.09054524884582836,-0.033642648665440145,0.05668601978626164,0.13176002850145196,0.022023979661105083,0.00902683081414346,0.5573549257759784,4.538337729535681,6.615228679089743e-06,pool,raw,strong_state_confirmation,1.2027688507435898e-05
rvol_up2_pmarp_gte60,20,2446,1716,1688,687,0.02954432937794419,0.013431472701948333,0.5574644549763034,-0.12060921604307057,-0.04983250779909143,0.07986528862921027,0.18135776987564073,0.029651081710266307,0.019816952177854563,0.5836972343522562,5.144477067503058,3.5055190211445664e-07,pool,raw,strong_state_confirmation,1.7527595105722833e-06
rvol_up2_pmarp_gte60,40,2446,1426,1386,629,0.04451852896236155,0.017655437907921345,0.5375180375180375,-0.16984803620190436,-0.0721249202569949,0.1144485068528105,0.25828008899757404,0.05226380524014826,0.022243602959705067,0.5675675675675675,5.692308347535566,1.9246780320484017e-08,pool,raw,strong_state_confirmation,2.918536043733755e-07
rvol_up2_pmarp_gte60,60,2446,1258,1199,563,0.05730471033272813,0.02278282976434931,0.5537948290241869,-0.2018080640636556,-0.09397529710701125,0.1384592333203849,0.29021566509551083,0.0744260627050934,0.03492785729194978,0.5790408525754884,5.10239837257564,4.5946576450981554e-07,pool,raw,strong_state_confirmation,1.8378630580392624e-06
rvol_up2_pmarp_gte60_close_near_high,5,1137,1072,1065,523,0.006099867539912619,0.0005907372400755229,0.5023474178403756,-0.07788346322078292,-0.03294541878380586,0.036519386834986456,0.08547543377868291,0.010231980358253442,0.003052658356652138,0.5258126195028681,2.848668178109109,0.004563494334058337,pool,raw,strong_state_confirmation,0.004803678246377197
rvol_up2_pmarp_gte60_close_near_high,10,1137,1006,991,493,0.021366424659373436,0.008996539792387459,0.5600403632694249,-0.09054776701150724,-0.036035569368902676,0.055104684763312095,0.13498697562303197,0.021046480326664337,0.008110897034164344,0.5598377281947262,3.9740462651289685,8.124416400411556e-05,pool,raw,strong_state_confirmation,0.00010155520500514445
rvol_up2_pmarp_gte60_close_near_high,20,1137,938,922,470,0.02746440428528925,0.01110595712794138,0.5466377440347071,-0.11814443738506987,-0.050579170929901135,0.07883878737286404,0.18101456618112735,0.03257195358021132,0.014575546635282332,0.5659574468085107,4.562714237968377,6.45633055334346e-06,pool,raw,strong_state_confirmation,1.2027688507435898e-05
rvol_up2_pmarp_gte60_close_near_high,40,1137,828,804,426,0.04414739464509189,0.01391371563863597,0.5248756218905473,-0.18572894070110754,-0.08314084078877473,0.12615874589438436,0.26384655752519304,0.05464203823863668,0.018061046967138394,0.5586854460093896,4.681855600057493,3.829812196743322e-06,pool,raw,strong_state_confirmation,8.510693770540716e-06
rvol_up2_pmarp_gte60_close_near_high,60,1137,758,723,393,0.05511751670863806,0.01348747591522148,0.5449515905947441,-0.2115373294287745,-0.10115713083132255,0.1384592333203849,0.3053019473621176,0.072478634220294,0.023085764073580733,0.5725190839694656,4.253117473059282,2.6390089100693274e-05,pool,raw,strong_state_confirmation,3.7700127286704677e-05
rvol_up2_pmarp_gte60_sign_pos,5,1833,1663,1651,696,0.01029329086648289,0.0022309936502487027,0.5208964264082374,-0.07981511752437853,-0.03321357723602253,0.04014196300268169,0.09369676320272569,0.013395668286865215,0.004371808985081493,0.5402298850574713,3.34566733798568,0.0008649866528110479,pool,raw,strong_state_confirmation,0.0009610962809011645
rvol_up2_pmarp_gte60_sign_pos,10,1833,1542,1522,664,0.021997599859788115,0.009757680499715149,0.5643889618922471,-0.09054166906936749,-0.034918308812663834,0.05919529826532882,0.13707709952848215,0.02403353377969032,0.009233644072012881,0.5677710843373494,4.4368240937902605,1.0688578767896117e-05,pool,raw,strong_state_confirmation,1.781429794649353e-05
