universe,sample,family,signal_label,horizon,n_events,n_effective,mean_return,median_return,hit_rate,t_stat,p_value,p_fdr
extended,OOS,standalone_bbwp,bbwp_highturn_after_downtrend,10,2410,434,-0.00749546357548877,-0.002841479395084362,0.4792626728110599,-3.2439292777885065,0.0012702481361328787,0.01016198508906303
extended,OOS,standalone_bbwp,bbwp_highturn_after_downtrend,20,2370,425,-0.002998389116055718,-0.006783598014919789,0.4447058823529412,-0.7270306382892312,0.4676084001098107,0.6123639569453613
extended,OOS,standalone_bbwp,bbwp_highturn_after_downtrend,30,2303,415,-0.004926975535399266,0.0005207941440100727,0.5012048192771085,-1.1024274025638943,0.27091635387855517,0.5418327077571103
extended,OOS,standalone_bbwp,bbwp_highturn_after_downtrend,60,2139,388,0.006284123389320703,-0.0021190157583582335,0.4793814432989691,0.8904231066310452,0.37379194550756945,0.5980671128121111
extended,OOS,standalone_bbwp,bbwp_highturn_after_uptrend,10,2410,485,0.00608676859281163,0.004096197410172682,0.5422680412371134,2.374764801777119,0.01794898130366712,0.07179592521466847
extended,OOS,standalone_bbwp,bbwp_highturn_after_uptrend,20,2398,478,0.007259999651170142,0.0016024111422807377,0.5167364016736402,2.0245515994612915,0.04347009823388755,0.13910431434844014
extended,OOS,standalone_bbwp,bbwp_highturn_after_uptrend,30,2382,473,0.0110934394703076,0.005288031970107854,0.5348837209302325,2.524328655065175,0.011918786224559174,0.0635668598643156
extended,OOS,standalone_bbwp,bbwp_highturn_after_uptrend,60,2193,443,0.04631670740238787,0.005389926437440043,0.5214446952595937,3.556383890722866,0.00041660202178996325,0.006665632348639412
extended,OOS,pmarp_combo,pmarp_up2_base,30,3864,455,0.009385062572157276,0.00019567249367880013,0.5010989010989011,2.0536312626953857,0.0405836405649934,0.20291820282496703
extended,OOS,pmarp_combo,pmarp_up2_base,60,3477,426,0.03746060112872064,0.0159616729038749,0.5539906103286385,3.8370630210363994,0.00014341097721963161,0.0014341097721963163
