universe,return_type,signal_label,horizon,n_events_raw,n_events_dedup,n_events_scored,n_effective,mean_event_return,median_event_return,hit_rate_event,p10_event_return,p25_event_return,p75_event_return,p90_event_return,mean_cluster_return,median_cluster_return,hit_rate_cluster,t_stat,p_value,p_fdr
pool,raw,rvol_up2_all,5,5870,4868,4843,1003,0.009084506514313646,0.004035745171519167,0.5378897377658476,-0.06909197562952023,-0.02727497671925988,0.038127460039915295,0.08438165221338892,0.011160216096421411,0.006856391179228205,0.559322033898305,3.872955358354335,0.0001144983779448659,0.0002289967558897318
pool,raw,rvol_up2_all,10,5870,4261,4224,961,0.016938504360498097,0.008595061318395159,0.5603693181818182,-0.0851521879179281,-0.03266741711917506,0.05374544879199783,0.11407093257520476,0.02066259831415029,0.009764139476677425,0.5733610822060354,5.437649775298667,6.849966435201995e-08,3.424983217600998e-07
pool,raw,rvol_up2_all,20,5870,3428,3386,890,0.028122950526944468,0.01563368956308475,0.5670407560543415,-0.11256241419741553,-0.04891928214012781,0.08199734637484868,0.1673302057572349,0.02825056911770098,0.01720602381351083,0.5719101123595506,6.106605036287915,1.5194334193157909e-09,2.0259112257543877e-08
pool,raw,rvol_up2_all,40,5870,2387,2314,801,0.050544458463424535,0.021944447429986136,0.5561797752808989,-0.1585221713606821,-0.0685379183305295,0.12494389587073607,0.2596830485081933,0.05163118996024851,0.025386751289171006,0.5805243445692884,6.460518441168337,1.8109937086573334e-10,7.243974834629334e-09
pool,raw,rvol_up2_base_proxy,5,295,290,288,166,-0.004711288674405979,-0.002827562566304509,0.4548611111111111,-0.06526320251412218,-0.024047169464253754,0.019277578913114324,0.04686924721054455,-0.004796784550841009,-0.0006780146860800862,0.4819277108433735,-0.8776298084899614,0.3814207503716992,0.4230447622402413
pool,raw,rvol_up2_base_proxy,10,295,288,286,164,-0.00049409948610562,-0.0015444604470854495,0.493006993006993,-0.0954432511000029,-0.03426073432650087,0.03868785247729456,0.0739342322002482,0.0020963755490447525,-0.003563584971050776,0.4573170731707317,0.29339421940661725,0.7695940553515567,0.7695940553515567
pool,raw,rvol_up2_base_proxy,20,295,280,278,161,0.003761064308528717,-0.0018459317336270709,0.49280575539568344,-0.10710822052912695,-0.05648371067101157,0.06039493632767762,0.11624325518715783,0.007931435331679795,-0.00019996000799837876,0.4968944099378882,0.8595622925902029,0.3913164050722232,0.4230447622402413
pool,raw,rvol_up2_base_proxy,40,295,271,265,154,0.021593125659303446,0.013867288750648132,0.5283018867924528,-0.1487859299376299,-0.07213836000910279,0.09399999999999986,0.19588508542979088,0.023687098218925094,0.014596459554173102,0.538961038961039,1.7441437390011616,0.08314234447402204,0.10077859936245095
pool,raw,rvol_up2_churn_proxy,5,1833,1663,1651,696,0.01029329086648289,0.0022309936502487027,0.5208964264082374,-0.07981511752437853,-0.03321357723602253,0.04014196300268169,0.09369676320272569,0.013395668286865215,0.004371808985081493,0.5402298850574713,3.34566733798568,0.0008649866528110479,0.0015043246135844313
pool,raw,rvol_up2_churn_proxy,10,1833,1542,1522,664,0.021997599859788115,0.009757680499715149,0.5643889618922471,-0.09054166906936749,-0.034918308812663834,0.05919529826532882,0.13707709952848215,0.02403353377969032,0.009233644072012881,0.5677710843373494,4.4368240937902605,1.0688578767896117e-05,2.5149597100932042e-05
pool,raw,rvol_up2_churn_proxy,20,1833,1390,1368,621,0.03247181913757321,0.011253091128535564,0.5497076023391813,-0.12060921604307057,-0.0501004858559507,0.08172204171735375,0.19941785201577264,0.03432810173211072,0.022280540104564928,0.5877616747181964,5.5440149442706215,4.377804065600633e-08,2.5016023232003616e-07
pool,raw,rvol_up2_churn_proxy,40,1833,1197,1165,575,0.04650796572111576,0.015357722562117537,0.5304721030042918,-0.18009482179288605,-0.07729503426929774,0.12477558348294426,0.26370041020037427,0.05515945710310939,0.023419473249724265,0.5547826086956522,5.584521221163465,3.620464869669835e-08,2.4136432464465565e-07
pool,raw,rvol_up2_panic_proxy,5,1793,1646,1637,631,0.007387224222836187,0.005061425061425151,0.5436774587660355,-0.06897172190414089,-0.028772965879265255,0.04141038369157135,0.08475918715401164,0.0016785524353392764,0.0026248160809292376,0.526148969889065,0.7044505477025093,0.4814125540984388,0.4937564657419885
pool,raw,rvol_up2_panic_proxy,10,1793,1534,1524,610,0.01331605856941358,0.00924021235243655,0.562992125984252,-0.08175192069714503,-0.031924808266735744,0.05477295071893823,0.105780465791862,0.007609298884933435,0.007522226733668924,0.5540983606557377,2.264055371971492,0.023921591820469424,0.03299529906271645
pool,raw,rvol_up2_panic_proxy,20,1793,1363,1348,572,0.02814010201100493,0.017821487146158166,0.5808605341246291,-0.10301446578154258,-0.048633849081994335,0.08623362351451208,0.17095172418295074,0.021900570476836818,0.011232938920337582,0.5559440559440559,4.2656281687631035,2.333047543020347e-05,4.911679037937573e-05
pool,raw,rvol_up2_panic_proxy,40,1793,1160,1123,522,0.048041179666193416,0.018702321240129827,0.5583259127337489,-0.15513162439875178,-0.06967719357423979,0.12862143284026195,0.26317677274772167,0.036110280329571774,0.013876586651882516,0.5593869731800766,4.882265366692699,1.3968192762681801e-06,3.990912217909086e-06
pool,raw,rvol_up2_pmarp_30_60,5,914,884,879,430,0.0048857638390851265,0.0019927536231882925,0.5199089874857793,-0.06932202668791158,-0.0272626646000122,0.02956359464056435,0.06388160538676643,0.005585585096449841,0.00557848711471709,0.5465116279069767,1.4064086038625596,0.16032676400955362,0.18861972236418073
pool,raw,rvol_up2_pmarp_30_60,10,914,864,857,421,0.011820189341766747,0.005819785784195286,0.5355892648774796,-0.09113333377277953,-0.03629643669446547,0.05051449953227327,0.10241473975931145,0.01134731881016386,0.005254060750012696,0.5344418052256532,2.236761548020336,0.02582606544341513,0.03443475392455351
pool,raw,rvol_up2_pmarp_30_60,20,914,816,808,402,0.02254680836806744,0.011915165949172857,0.5420792079207921,-0.11239515035674046,-0.05409574807282427,0.07754597612339398,0.1615473664102957,0.019464830960190485,0.008696896439827961,0.5298507462686567,2.979553923505656,0.00306229775454201,0.00510382959090335
pool,raw,rvol_up2_pmarp_30_60,40,914,732,712,363,0.03837469701064412,0.019043800700250912,0.550561797752809,-0.15161329296500717,-0.06876055098719774,0.10933943489548092,0.22173196581281493,0.02764918974476152,0.020915548539857998,0.5619834710743802,2.6447373995236534,0.00853146571116712,0.012639208460988326
pool,raw,rvol_up2_pmarp_gte60,5,2446,2145,2131,775,0.009661889296614476,0.003405591732192681,0.5316752698263726,-0.07669424560751137,-0.029179050367403148,0.03843209609986853,0.08978759922763357,0.013942158236307576,0.005130855395265699,0.5561290322580645,3.7596603632818986,0.00018295706070362792,0.0003484896394354818
pool,raw,rvol_up2_pmarp_gte60,10,2446,1954,1930,741,0.020342130051805192,0.009210170020378938,0.5652849740932643,-0.09054524884582836,-0.033642648665440145,0.05668601978626164,0.13176002850145196,0.022023979661105083,0.00902683081414346,0.5573549257759784,4.538337729535681,6.615228679089743e-06,1.653807169772436e-05
pool,raw,rvol_up2_pmarp_gte60,20,2446,1716,1688,687,0.02954432937794419,0.013431472701948333,0.5574644549763034,-0.12060921604307057,-0.04983250779909143,0.07986528862921027,0.18135776987564073,0.029651081710266307,0.019816952177854563,0.5836972343522562,5.144477067503058,3.5055190211445664e-07,1.2747341895071151e-06
pool,raw,rvol_up2_pmarp_gte60,40,2446,1426,1386,629,0.04451852896236155,0.017655437907921345,0.5375180375180375,-0.16984803620190436,-0.0721249202569949,0.1144485068528105,0.25828008899757404,0.05226380524014826,0.022243602959705067,0.5675675675675675,5.692308347535566,1.9246780320484017e-08,1.9246780320484017e-07
pool,raw,rvol_up2_pmarp_lt30,5,2510,2155,2146,696,0.008925612561485044,0.005743474944324256,0.5521901211556384,-0.06380646814508895,-0.025190278187065623,0.04048717085156911,0.08224561670589692,0.004712880543350541,0.0023562707973443786,0.5244252873563219,1.823425650039987,0.06866833422801256,0.0858354177850157
pool,raw,rvol_up2_pmarp_lt30,10,2510,1960,1950,668,0.015606352616924307,0.009852867652310526,0.5676923076923077,-0.0788278506909677,-0.029553790231656357,0.05536291183852193,0.10590509470210394,0.01236813912628409,0.008000711386310089,0.5553892215568862,3.5578529879714997,0.00040040128537526616,0.0007280023370459385
pool,raw,rvol_up2_pmarp_lt30,20,2510,1713,1697,614,0.029862404098719944,0.020306527491914306,0.5875073659398939,-0.09934894313606794,-0.04335134463697898,0.08656565656565651,0.16428156808848815,0.025561261612804954,0.015217469682891838,0.5586319218241043,4.7897849259220395,2.096148647227283e-06,5.589729725939422e-06
pool,raw,rvol_up2_pmarp_lt30,40,2510,1374,1327,549,0.04965736722459026,0.02837243401759526,0.5779954785229842,-0.14352031819421818,-0.06410760756828132,0.12835691261291626,0.2561038179823788,0.03615466222637159,0.01986945384444319,0.5683060109289617,5.043446153500222,6.225651992433968e-07,2.0752173308113225e-06
