universe,return_type,signal_label,horizon,n_events_raw,n_events_dedup,n_events_scored,n_effective,mean_event_return,median_event_return,hit_rate_event,p10_event_return,p25_event_return,p75_event_return,p90_event_return,mean_cluster_return,median_cluster_return,hit_rate_cluster,t_stat,p_value,p_fdr
extended,raw,rvol_up2_all,10,21947,15631,15529,1133,0.00813269778205329,0.007164049799340155,0.5541889368278704,-0.07040925949554767,-0.028594832085434563,0.04369858437398233,0.08383185006721407,0.006000480399630412,0.007028160369767389,0.5763459841129744,4.544326211079556,6.102525228925419e-06,1.356116717538982e-05
extended,raw,rvol_up2_all,20,21947,12324,12208,1111,0.016875843896087,0.013580658154794922,0.5707732634338138,-0.09056861525226141,-0.03827228191279114,0.06526205811169827,0.12366545100797435,0.012996018580086643,0.014465999873300668,0.6039603960396039,6.54422100835279,9.116003453481587e-11,7.292802762785269e-10
extended,raw,rvol_up2_all,40,21947,8559,8285,1057,0.030776344096411726,0.020379303743875976,0.5742908871454435,-0.11989905878097144,-0.052673079955842916,0.09865843882813796,0.1875176975968932,0.025051942668937087,0.021618082532288186,0.6111636707663197,8.103233394410855,1.4697347502819263e-15,5.878939001127705e-14
extended,raw,rvol_up2_base_proxy,5,3199,3034,3028,837,0.0036989848136745915,0.004023559385641029,0.5488771466314399,-0.0414026256838248,-0.016282145747569088,0.023910869693727077,0.04686780259215532,0.0015080170063597675,0.001186635329610497,0.5161290322580645,1.1029483284362152,0.27036700000415725,0.27036700000415725
extended,raw,rvol_up2_base_proxy,10,3199,2940,2929,817,0.004875619885005492,0.005401088624088501,0.5486514168658245,-0.05924495381599488,-0.02518977066139716,0.034878904936022304,0.06851646871558363,0.0043519051374138005,0.005345024818238953,0.5556915544675642,2.5954644152504756,0.00961604655214797,0.01039572600232213
extended,raw,rvol_up2_base_proxy,20,3199,2758,2737,773,0.009901861764696953,0.009244977526428722,0.5524296675191815,-0.08133222169574943,-0.03657775757041848,0.054736478300340785,0.09916854451585808,0.010672453886595342,0.011584672771516313,0.5847347994825356,4.310551548763727,1.839243309159193e-05,3.8720911771772485e-05
extended,raw,rvol_up2_base_proxy,40,3199,2468,2399,722,0.025953492955682802,0.022023491200821477,0.5914964568570238,-0.09860918320314384,-0.04260761899870269,0.08834632913135976,0.1581586269496689,0.019770880541299198,0.01779809498116902,0.6011080332409973,5.719437552002269,1.566120673058072e-08,7.83060336529036e-08
extended,raw,rvol_up2_churn_proxy,5,4326,3979,3960,941,0.003525825131334781,0.0021555823216315995,0.5224747474747474,-0.056687316053455235,-0.02499449449999608,0.029785265651178117,0.06243546658881906,0.004070650743886429,0.0034753764899790596,0.5398512221041445,2.8374962969613824,0.004644685638438918,0.005805857048048648
extended,raw,rvol_up2_churn_proxy,10,4326,3752,3721,921,0.00952873902181597,0.0074608683228454264,0.554420854608976,-0.07337240846484328,-0.030595822230808478,0.04436995336778615,0.08738168902402865,0.007236311166578903,0.0064145429287099254,0.5646036916395223,3.592477128839188,0.000344909534200933,0.0005748492236682217
extended,raw,rvol_up2_churn_proxy,20,4326,3457,3417,898,0.016281612062949983,0.010828583954406001,0.5589698565993562,-0.09723381874171506,-0.04090401036506908,0.06404959707763247,0.13059243667005982,0.015617473274400875,0.01250414448643648,0.579064587973274,5.168775753096649,2.9055680548994623e-07,7.7481814797319e-07
extended,raw,rvol_up2_churn_proxy,40,4326,3078,3003,857,0.01982942334228824,0.011125869413260991,0.5387945387945388,-0.14350731886096396,-0.06428740144179512,0.08958886128678878,0.1768198319222125,0.02040525269588481,0.014431514452523858,0.5682613768961493,4.7143490798463485,2.829736969227427e-06,7.074342423068568e-06
